scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome,forced_exit_reason,causal_context_invalidation_reason,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count
CIRB-1708953300000000000-000003:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1708953660000000000,2024-02-26,13,1708953660000000000,51345.4,51391.8,CROWD_DISCHARGE_HALF_BACK_LIMIT,LIMIT,1.708953900000001e+18,O-20240226-132100-001-000-1,51440.700000000004,51235.100000000006,PRE_SHOCK_FAST_RANGE_LIQUIDITY,51438.2,30.854999999999563,24.782,100000.0,3000.0,121.05112787999211,0.6993835702541814,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,51391.7,1708953780000000000,801,5,51364.9,51468.5,26.799999999995634,76.80000000000291,0.5469387755100338,1.567346938775337,0.8685788364931458,2.4890617403987685,-0.7472973741284302,-0.3744667298345484,,,51440.8,1708954020000000000,2024-02-26,13,4.0,-3000.6727105,-0.0009554071961037643,-1.0002242368333334,STOP,,,,,,,
CIRB-1708964700000000000-000008:ENTRY,CIRB_D_R,CIRB_D_R,LONG,LONG,1708964760000000000,2024-02-26,16,1708964760000000000,53315.8,53315.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-162600-001-000-4,53139.2,53688.5,PRE_SHOCK_FAST_RANGE_LIQUIDITY,53150.5,141.66000000000022,11.577,96999.3272895,2909.979818685,251.3512770399994,1.1839883747741544,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,53315.9,1708964760000000000,985,7,53387.1,53143.8,71.19999999999709,172.09999999999854,0.4029428409733748,0.9739671760044951,0.5026118876182195,1.2148807002682358,-0.10334735636081419,-0.014689004342776316,,,53146.0,1708965120000000000,2024-02-26,16,6.0,-2829.68889141,-0.003186666641658519,-0.9724084247047174,CAUSAL_CONTEXT_INVALIDATION_DELEVERAGING_REVERSAL_THESIS_INVALIDATED,CAUSAL_CONTEXT_INVALIDATION_DELEVERAGING_REVERSAL_THESIS_INVALIDATED,DELEVERAGING_REVERSAL_THESIS_INVALIDATED,,,,,
CIRB-1708970700000000000-000011:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1708970760000000000,2024-02-26,18,1708970760000000000,53569.5,53569.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-180600-001-000-8,53678.1,53373.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,53674.0,51.21000000000058,15.364,94169.63839809,2825.0891519427,183.87011775999935,0.6604675706930947,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,53569.4,1708970760000000000,1085,32,53326.8,53674.0,242.59999999999854,104.59999999999854,2.2318307267709754,0.9622815087396628,4.737355985159066,2.0425698105838186,0.828639377926953,0.9113642936734645,1.70897262e+18,,53373.100000000006,1708972620000000000,2024-02-26,18,31.0,1865.808001,0.0036644054254853634,0.6604421668310747,TARGET,,,,,,,
CIRB-1708998600000000000-000016:ENTRY,CIRB_D_C,CIRB_D_C,LONG,LONG,1708998900000000000,2024-02-27,1,1708998900000000000,55772.8,55772.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-015500-001-000-11,55363.4,56412.1,DELEVERAGING_RANGE_EXTENSION,55808.0,86.31000000000022,5.911,96035.44639909,2881.0633919726997,487.40013663999656,1.150123949214342,0.0007,,False,True,"('DELEVERAGING_CONTINUATION_THESIS_INVALIDATED',)",True,55772.899999999994,1708998900000000000,1554,13,56605.8,55494.1,832.9000000000087,278.79999999999563,2.0339438339438916,0.6808302808302823,9.650098482215348,3.2302166608735363,1.2011752890262968,1.5470551879573105,1.70899962e+18,1.70899962e+18,56412.0,1708999620000000000,2024-02-27,2,12.0,3313.53263927,0.01145897021671826,1.1501075083950802,TARGET,,,,,,,
CIRB-1709037900000000000-000019:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1709038140000000000,2024-02-27,12,1709038140000000000,57265.6,57265.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-124900-001-000-14,57505.0,56870.0,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,57494.3,133.12999999999994,9.317,99348.97903836,2980.4693711508,319.88978528000297,0.9862930750471873,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57265.5,1709038140000000000,2208,11,56808.1,57342.8,457.40000000000146,77.30000000000291,1.909812108559505,0.3227557411273608,3.4357395027416935,0.5806354690903849,1.1264397820161558,1.1796202859985176,1.70903868e+18,1.70903874e+18,56870.1,1709038740000000000,2024-02-27,12,10.0,2939.56083036,0.006904680828771275,0.9862744636174522,TARGET,,,,,,,
CIRB-1709050200000000000-000021:ENTRY,CIRB_D_R,CIRB_D_R,LONG,LONG,1709050560000000000,2024-02-27,16,1709050560000000000,56614.1,56614.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-161600-001-000-17,56223.6,56977.9,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,56231.0,92.16499999999978,6.533,102288.53986872,3068.6561960616,469.6596087600003,0.6048755198473388,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56614.2,1709050560000000000,2415,7,56985.8,56511.3,371.6000000000058,102.89999999999418,0.9513568868407762,0.2634408602150398,4.031899311018355,1.1164758856398245,0.4052959131456222,0.6214713689572542,,,56977.8,1709050920000000000,2024-02-27,16,6.0,1855.9312248,0.0064224169907904,0.6048025931291862,TARGET,,,,,,,
CIRB-1709063700000000000-000024:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1709063820000000000,2024-02-27,19,1709063820000000000,57446.3,57446.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-195700-001-000-20,57686.8,57168.700000000004,PRE_SHOCK_FAST_RANGE_LIQUIDITY,57679.5,91.57500000000036,9.723,104144.47109352,3124.3341328056,321.319188199998,0.6136250408963503,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57446.2,1709063820000000000,2636,8,57152.6,57542.2,293.59999999999854,96.0,1.2202826267663818,0.3990024937655764,3.206115206115178,1.0483210483210441,0.5986766027812243,0.6634550559965591,1.70906418e+18,,57168.8,1709064240000000000,2024-02-27,20,7.0,1917.0790485,0.004828865965024565,0.6135960390313615,TARGET,,,,,,,
CIRB-1709121300000000000-000033:ENTRY,CIRB_D_R,CIRB_D_R,LONG,LONG,1709121540000000000,2024-02-28,11,1709121540000000000,59061.6,59061.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-115900-001-000-23,58545.8,59588.99999999999,PRE_SHOCK_FAST_RANGE_LIQUIDITY,58555.2,117.63999999999979,5.317,106061.55014202,3181.8465042606,598.3363721600037,0.7422991492170742,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,59061.7,1709121540000000000,3598,46,59488.8,58893.8,427.1000000000058,167.89999999999418,0.8278736189184157,0.3254506687342432,3.6305678340701,1.4272356341380015,0.5181673627507566,0.5747847966495309,1.70912382e+18,,59410.8,1709124240000000000,2024-02-28,12,45.0,1415.22190225,0.005910767891882655,0.4447800672832489,TIMEOUT,TIMEOUT,,,,,,
CIRB-1709139900000000000-000040:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1709140260000000000,2024-02-28,17,1709140260000000000,62643.7,62643.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-171100-001-000-27,63112.99999999999,61694.200000000004,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,63100.0,162.81000000000057,5.782,107476.77204427,3224.3031613280996,557.5545073600022,1.5465097288564347,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,62643.6,1709140260000000000,3910,3,62516.9,63400.0,126.69999999999709,756.4000000000015,0.2699190455901122,1.6114188325522174,0.7782077267980876,4.645906271113561,-0.15783409305877594,0.06974681306788914,,,63113.100000000006,1709140380000000000,2024-02-28,17,2.0,-3223.63666758,-0.007494779993487081,-0.9997932906073804,STOP,,,,,,,
CIRB-1709144100000000000-000042:ENTRY,CIRB_D_C,CIRB_D_C,SHORT,SHORT,1709144400000000000,2024-02-28,18,1709144400000000000,60274.9,60274.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-182000-001-000-30,60921.7,59659.80000000001,DELEVERAGING_RANGE_EXTENSION,60100.0,290.91500000000013,4.273,104253.13537669,3127.5940613006997,731.8108012399961,0.7255231941102162,0.0007,,False,True,"('DELEVERAGING_CONTINUATION_THESIS_INVALIDATED',)",True,60274.8,1709144400000000000,3979,5,59385.8,60555.9,889.0,281.09999999999854,1.3742464059360149,0.4345339310558063,3.0558754275303768,0.9662616228107812,0.968925914728973,1.1000624459709079,1.70914452e+18,,59659.9,1709144640000000000,2024-02-28,18,4.0,2268.73101883,0.010201609959717849,0.7253917785885816,TARGET,,,,,,,
